Issue key,Issue id,Summary,Assignee,Assignee Id,Description
TCON-1034,56956,"MI Rating : Billing Band Variation, Composite Variation are not matching with rater in Rating worksheet for WA state",Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"MI Rating : Billing Band Variation, Composite Variation are not matching with rater in Rating worksheet for WA state

*Quote number:* *MI764Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Effective date, Product type and submit.
# Navigate to Specialty and Practice Details screen and enter below details :

|Category|Level 4|
|State|WA|
|CM_Year|4|
|GAB Range|<$400,000|
|Composite Category|Level 8E|
|Composite Percentage|75%|

# Navigate to Pricing Screen and open Rating Worksheet and validate Billing Band Variation, Composite Variation factor with rater

Expected : Billing Band Variation, Composite Variation should match with rater

Actual  : Billing Band Variation, Composite Variation are not matching with rater"
TCON-1050,56974,"MI_ PSS/ROCS_  Rural Address Line 1, Rural Address Line 2, Rural Address Line 3, Rural Suburb, Rural Postcode fields are not hiding when Rural check box is not available.",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI768Q2024

*Env*: Test

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as Medical.
# Navigate to Speciality and practice details screen and select category = Level 6.
!image-20240424-085718.png|width=95.93908629441624%,alt=""image-20240424-085718.png""!

# Navigate to PSS screen then check Rural check box and enter its mandatory fields.
!image-20240424-085938.png|width=95.93908629441624%,alt=""image-20240424-085938.png""!

# Now Navigate back to Speciality and practice details screen and select category = Level 6 -  Rural.
!image-20240424-090143.png|width=95.93908629441624%,alt=""image-20240424-090143.png""!

# Navigate PSS screen and Verify the Rural Address Line 1, Rural Address Line 2, Rural Address Line 3, Rural Suburb, Rural Postcode fields.

*Actual Result:*

# Rural Address Line 1, Rural Address Line 2, Rural Address Line 3, Rural Suburb, Rural Postcode fields should be hidden but these fields are showing.

Screen shots :-

!image-20240424-090443.png|width=100%,alt=""image-20240424-090443.png""!"
TCON-1077,57003,MI Rating : Membership GST is not getting calculated,Srishti Tyagi,712020:9103260f-fe27-47fb-bff0-32c99670efcc,"MI Rating : Membership GST is not getting calculated

*Quote number:* *MI764Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Effective date, Product type and submit.
# Navigate to Specialty and Practice Details screen and enter below details :

|Category|Level 4|
|State|WA|
|CM_Year|4|
|GAB Range|<$400,000|
|Composite Category|Level 8E|
|Composite Percentage|75%|

6. Navigate to Pricing Screen and open Rating Worksheet and validate Membership GST

Expected : Membership GST should get calculated

Actual  : Membership GST is not getting calculated"
TCON-1092,57018,"MI_ PSS/ROCS_ ""ROCS current"" automatically ticked issue and ""Medical form received date"" Mandatory issue",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI000440

*Env*: Test

*Req#* PR_UI_33

*Steps:*

# Access the MDA test URL.
# Click on New Quote for Medical LOB.
# Fill all the details and issue it.
# Initiate a endorse transaction and navigate to ROCS screen.
# Don't select anything for the “Eligibility Status” field.
# give current date in the “Entry Date” field.
# Validate the “ROCS current” field.
# Select ""Medical form received"" field 
#  Verify 'Medical Certificate received date'.

*Actual Result:*

# “ROCS current” should not automatically ticked but it is automatically ticked.
# ""Medical form received date"" field should be Mandatory where 'Medical Certificate received' is entered but its not getting mandatory.

As per BRD:-

Checkbox will be pre-populated when there is an entry in 'Eligibility Status' and the 'Entry Date' is current date or in the past. 

PFA:-

Issue-1:-

!image-20240425-131350.png|width=100%,alt=""image-20240425-131350.png""!

Issue 2:-

!image-20240425-140249.png|width=100%,alt=""image-20240425-140249.png""!"
TCON-1109,57036,"MI_ Rating_ ""Non-practising Adjustment"" and ""Underinsurance Variation"" amount are not matching with Rater.",Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"Create a policy with below inputs :-

|Product Type|Category|State|CM_Year|Gender|Age|
|Standard Indemnity|Level 1|ACT|1|Female|15|

|Institution_Name|GAB Range|Composite Category|Composite Percentage|
|Gandhi Medical College|<$25,000|Level 2|10%|



Expected result:-

# ""Non-practising Adjustment"" = $0
# ""Underinsurance Variation"" = $1113

Actual Result:-

# ""Non-practising Adjustment"" = $1127.02108469466
# ""Underinsurance Variation"" = $0

PFA

Rater:-

!image-20240426-081004.png|width=100%,alt=""image-20240426-081004.png""!

Rating Worksheet:-[^d80b0f5e-e921-4078-ac49-729da1b35958] "
TCON-875,56641,Transact-Cancel ,Rachel Thomas,5c77b20414346e2ff1dfe053,"*As a* Member Service Advisor or Underwriting user

*I want* to be able to initiate a Transaction of Cancel the policy for Medical/Practice Indemnity Product under Transact page

*So* that I can proceed with the cancellation process

*Products* - Medical/Practice

*Transactions* - Cancel 

# Adding of new field properties: Applicable for Day 2 Cancel Transaction only. (Business Requirement: Applicable for inforced policies and when Insured will cancel Policy due to any reason, then below fields needs to be captured under Cancel Transact Pop up page. 

* -Cancellation Date- (Same as Effective Date -OOTB)
* Insurer 
* Other
* Reason
* Other MDO premium
* Other
* Feedback 

*Acceptance Criteria:*

*Given* I go to Transact Page and Select Cancel Transaction as dropdown value

* *And* then go to Cancel page pop-up to enter all the mandate fields(like Cancellation date)
* *And* select reason codes accordingly 
* *When* I enter data for all mandatory fields
* *Then* click *OK* button to process the Cancel Transaction as per effective date.

Kindly refer Transact BRD for more Details: [TransACT_Policy_BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/TransACT_Policy_BRD.xlsx?d=w038e4324eec940448e66a2b29fea35b2&csf=1&web=1&e=VfRruo]"
TCON-381,55845,POC - ROCS,Ajay Bhardwaj,712020:6b03e999-7074-46f0-81fd-79c325a4eb42,POC for ROCS using MTA transaction.
TCON-457,55966,Policy Limit is not displaying as 'Maximum Limit $5 Million' for Restricted Medical,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* MI203Q2024, MI211Q2024

*Env*: DEV

*Req#* CV_UI_01

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Restricted medical and submit.
# Navigate to coverage page.



*Expected Result:* Policy limit should be displayed as 'Maximum Limit $5 Million'

*Actual result:* Policy limit should be displayed as 'Maximum Limit $20 Million'.



*Screen shots:*

!image-20240311-071229.png|width=720,height=438!"
TCON-461,55982,Wording associated with the selected Endorsement Type is not displayed on Notes field.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* MI203Q2024, MI273Q2024

*Env*: DEV

*Req#* EN_UI_05

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type related to Medical and submit.
# Navigate to Endorsement page.
# Select Endorsement Type and submit.

*Expected Result:* Wording associated with the selected Endorsement Type should be displayed on Notes field.

*Actual result:* Wording associated with the selected Endorsement Type is displayed on Notes field.



*Issue 2:*

*Notes* field is displayed as *Note*.

*Screen shots:*

!image-20240312-062301.png|width=631,height=386!"
TCON-495,56044,"MI_ Qualifications & Registration_ ""Prior Registration Refusal, Deregistration, Suspension"" and ""Current or Prior Conditions, Undertakings, Reprimands or Cautions on Registration"" field mandatory issue",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI296Q2024, M1277Q2004, MI337Q2024

*Env*: DEV

*Req#* QR_UI_12, QR_UI_13

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical.
# Navigate to Qualifications & Registration.
# Verify the ‘Prior registration refusal, deregistration, suspension’
# Click complete and Application button and verify the “'Current or prior conditions, undertakings, reprimands or cautions on registration’” field.

*Expected Result:* 

# ‘Prior registration refusal, deregistration, suspension’ field should not mandatory in *quote state*.
# 'Current or prior conditions, undertakings, reprimands or cautions on registration’ field should be mandatory in *“Application”* state.

*Actual result:* 

# ‘Prior registration refusal, deregistration, suspension’ field is coming mandatory in *quote state*.
# 'Current or prior conditions, undertakings, reprimands or cautions on registration’ field is not  mandatory in *“Application”* state.

*Screen shots:*

Issue 1:-

!image-20240314-094800.png|width=100%!

Issue 2:-

!image-20240314-094843.png|width=100%!"
TCON-499,56048,Applicant page fields Issues- Party Search,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.
# click on party search.

Issues-

|""save party"" option is giving error in ""License Number"", ""Phone Number"" and
""Membership ID"" fields whereas in  ""name and address"" and ""other"" field of organization/person/agency, it saves details.
Save party Button shows error.
""cancel"" functionality is not working.
!image-20240314-045844.png|width=306,height=80!
!image-20240314-045845.png|width=306,height=80!
!image-20240322-080304.png|width=1707,height=960!|"
TCON-528,56150,"Pursuit of Defamation $100,000 (inclusive of the deductible of $20,000) coverage is not getting hidden",Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* MI461Q2024

*Env*: DEV

*Req#* CV_UI_26

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as medical and submit.
# On Specialty and Practice Details screen select Category as Medical Student
# Navigate to coverage page.

*Expected Result:* Pursuit of Defamation $100,000 (inclusive of the deductible of $20,000) coverage should be hidden.

*Actual result:* Pursuit of Defamation $100,000 (inclusive of the deductible of $20,000) coverage not getting hidden.

*Screen shots:*

!image-20240319-043015.png|width=695,height=533!"
TCON-570,56207,New Quote Screen Default value is incorrect.,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"Expected-

The ""Package Type"" default value should come as ""Medical"".

Actual result- It is showing as blank"
TCON-584,56221,Deductible Reason should not be mandatory when Deductible as nil.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* 536Q2024

*Env*: DEV

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Package type as Corporate Practice Cover and submit.
# Navigate to coverage page select Deductible as nil remove default value from deductible reason.

*Expected Result:* Deductible Reason should not be mandatory when Deductible as nil.

*Actual result:*  Deductible Reason displayed as mandatory when Deductible as nil.

*Screen shots:*

!image-20240320-120831.png|width=817,height=471!"
TCON-635,56295,Specialty and Practice Details Page : Speciality Field dropdown field issues,Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"*Quote number:* *MI654Q2024*.

*Env*: DEV

*Steps:*

# Access the MDA test URL.

# Provide valid credentials and click on submit button.

# Click on New Quote

# Select Effective date, Product type and submit.

# Navigate to Specialty and Practice Details screen.

# Verify Speciality Dropdown values

*Expected Result:*

Dropdown values for Speciality field should match as per BRD

*Actual result:*

Surgeon - Orthopaedic not present

General Surgeon including Obesity Surgery - Consulting only (No procedures)

Hyperbaric Medicine

*Dropdown values are not present*

*And*

Surgeon - Bariatric - Consulting Only (No Procedures) additional coming not in requirement

Surgeon - Cosmetic - Consulting Only (No Procedures) additional coming not in requirement

Surgeon - E.N.T. (Cosmetic) - Consulting Only (No Procedures) additional coming not in requirement

Surgeon - Head and Neck

Surgeon - Head and Neck - Consulting Only (No Procedures) *are present which are not in requirements*"
TCON-639,56299,"""Company Number"" data type is not Integer",Govinda koul,712020:05adaa21-a96e-47da-8a6e-fc6d2f7c9166,"# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Package type as ‘Corporate Practice Cover’ and submit.
# Navigate to ‘Applicant Information’ page and verify ‘Company Number’ field
Issue-

# The ""Company Number"" field data type is not Integer"
TCON-671,56359,Specialty Screen : Country and Organisation Fields are not displayed as per Show Hide Condition,Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"*Specialty Screen :* Country and Organisation Fields are not displayed as per Show Hide Condition

 

*Quote number:* *MI744Q2024*.

*Env*: DEV

*Steps:*

# Access the MDA test URL.

# Provide valid credentials and click on submit button.

# Click on New Quote

# Select Effective date, Product type and submit.

# Navigate to Specialty and Practice Details screen.

# 'Reporting From overseas = No  

# Fulfill below condition

Show only where [Specialty] = [Pathology] and [Radiology] AND 'Reporting on overseas patients' = YES  

# Verify Country and Organisation fields

Actual : Country and Organisation Fields are not displayed as per Show Hide Condition for 'Reporting on overseas patients' = YES  

Expected : Country and Organisation Fields should be displayed as per Show Hide Condition for 'Reporting on overseas patients' = YES  "
TCON-679,56371,'Company Number' field is editable,Govinda koul,712020:05adaa21-a96e-47da-8a6e-fc6d2f7c9166,"# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Package type as ‘Corporate Practice Cover’ and submit.
# Navigate to ‘Applicant Information’ page and verify ‘Company Number’ field
Issue-

# The ""Company Number"" field is editable"
TCON-1715,57934,TransACT Change Summary,Rachel Thomas,5c77b20414346e2ff1dfe053,"*As a* Member Service Advisor or Underwriting user

*I want* to be able to view Change Summary for Medical Indemnity Product under Transact page

*So* that I am aware on Transactions with their premium changes.

New fields to be added apart from OOTB fields:

* _Reason codes_
* _GAB_
* _Category_

*Acceptance Criteria:*

*Given* I go to Transact Page and click on Summary  

* *Then* I should be able to view new fields like Reason codes, GAB and Category under the Summary page apart from OOTB fields."
TCON-1730,57957,MI- 24 Month Policy,Rachel Thomas,5c77b20414346e2ff1dfe053,"*As a* Member Service Advisor or Underwriting user

*I want* to be able to select 24-Month Policy for (Student, FYS/Intern) for Medical Indemnity Product under Policy Term, Qualification & Registration page

*So* that I can proceed with creating Quote/Application.

*Business Rules*-  2 year policy depends on Student, FYS/Intern graduation date(Qualification-Year awarded) in UI

* For example, a graduation date of 12/23 would mean that the expiry should be 30/06/25. 
*  If the FYS/Intern applicant joined from 1/7/23 then it would be a 24 month policy, however if they instead joined from 1/7/24 then it would be a 12 month policy.   

BRD- [Medical UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=Yl9v6f]

*Acceptance Criteria:*

*Given* I go to Policy Term, Qualification & Registration page 

* *And* select Qualification-Year awarded date
* *Then* I should see the  *2 years Expiration date* for the categories *-_(Student_-**_, FYS/Intern)_* {color:#ff5630}(RT 22/7 - Only FYS/Intern is an up to 24 month policy){color}"
TCON-1731,57958,MTA_ Non Practice Calculation is not calculating correctly,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"Policy# *MI001056*

*Scenario:-*

* Create a NB policy with effective date 01/07/2023
* renew it on 01/07/2024
* endorse it and change to non practice on 01/01/2025 
* Verify the premium.

*expected:-*

Non Practice for 6 month = $1089.41.

Practice for 6 Month = $4558.91

for 1 year it should charge = $5648.32



*Calculation:-*

New business Premium = $8531.6 (excluding tax)

Renew Premium = $ 9043.49 (excluding tax)

Avg Premium = $8787.55

Non Practice for 6 month = $1089.41.

Practice for 6 Month = $4558.91

for 1 year it should charge = $5648.32

*PFA:-*

In Pricing page:-

!image-20240620-102813.png|width=100%,alt=""image-20240620-102813.png""!

In Transact screen:-

!image-20240620-102919.png|width=100%,alt=""image-20240620-102919.png""!"
TCON-1689,57901,MTA_ Billing band getting added in non practice.,Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"Policy number: MI001056

Env: QA

*Steps:*

# Create a policy with effective date on 1/07/2023.
# Select any Practice category Level1
# Fill all the required details and issue it.
# Create a endorse transaction on 1/07/2024 and modify the Category to Nonpractice.

*Expected result:*

Billing band should not be added in Nonpractice.

*Actual Result:*

Billing band variation amount added in Nonpractice.

!image-20240613-062554.png|width=100%,alt=""image-20240613-062554.png""!

!image-20240613-062250.png|width=100%,alt=""image-20240613-062250.png""!"
TCON-1744,57981,Pricing page-Premium Support Scheme (PSS) section observation,Vaishali Chhimwal,712020:dd1cfe47-d9c3-481b-8aed-e86bf95fd550,"|*Req#*|*Section*|*Field caption*|*Expected*|*Actual*|
|PG_UI_17| |Premium Support Scheme (PSS)| | |
|PG_UI_18|Premium Support Scheme (PSS)|Indicative PSS Subsidy|Indicative PSS Subsidy should available|Not available|
|PG_UI_19|Premium Support Scheme (PSS)|Total Subsidy Due|Total Subsidy Due should available|Not available|
|PG_UI_23|Premium Support Scheme (PSS)|PSS|Should  not display|Displaying twice|
|PG_UI_25|Premium Support Scheme (PSS)|Other MDANI|Default value should be 1|Default value is showing as blank|



!image-20240625-070008.png|width=872,height=414,alt=""image-20240625-070008.png""!"
TCON-1746,57983,Pricing screen-Rating input section observation,Vaishali Chhimwal,712020:dd1cfe47-d9c3-481b-8aed-e86bf95fd550,"h3. Overwrite CRF and Overwrite Cap/Cup are overlapping with each other due to which Overwrite Reason is not displaying 



!image-20240625-070154.png|width=1112,height=188,alt=""image-20240625-070154.png""!"
TCON-1748,57985,Pricing screen- Indemnity Summary section observation,Vaishali Chhimwal,712020:dd1cfe47-d9c3-481b-8aed-e86bf95fd550,"|*Req#*|*Section*|*Field caption*|*Expected*|*Actual*|
| | |Indemnity Summary| | |
|PG_UI_40|Indemnity Summary|CM Variation|should display as “CM Variation”|displaying as CM Year Variation.|
|PG_UI_41|Indemnity Summary|Billing Band Variation|should display as “Billing Band Variation”|displaying as Billing Band. word Variation is missing.|
|PG_UI_43|Indemnity Summary|Retro Adjustments|should display as “Retro Adjustments”|displaying as Retro Adjustment.Letter S is missing from Adjustments.|
|PG_UI_44|Indemnity Summary|Variations|Field variations should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_45|Indemnity Summary|Policy Deductible|Field Policy Deductible should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_46|Indemnity Summary|Policy Limit|should display as ""Policy Limit ""|display as Policy Limit Variation.Extra word variation is displying.|
|PG_UI_47|Indemnity Summary|Minimum Premium|should display as ""Minimum Premium "" and
Data type should be Float|display as Minimum Premium Adjustment Amount.  Currently interger is displaying.|
|PG_UI_49|Indemnity Summary|Manual Adjustment Amount|Should display as ""Manual Adjustment Amount""|it is displaying as Manual Adjustment Variation.|
|PG_UI_50|Indemnity Summary|Risk Surcharge Adjustment|Should display as ""Risk Surcharge Adjustment""|display as  Risk Surcharge Adjustment Amount.Extra wording Amount is displaying.|
|PG_UI_51|Indemnity Summary|Instalment frequency|Should display as ""Instalment frequency""|F should be in small letters. Extra wording Variation is displaying.|
|PG_UI_52|Indemnity Summary|Pro-rata Days|Should display as ""Pro-rata Days"" n|It is displaying as Pro Rata Variation.|
|PG_UI_53|Indemnity Summary|Cancellation Amount|Field Cancellation Amount should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_55|Indemnity Summary|ToPP|Field ToPP should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_56|Indemnity Summary|Running balance|Should display as ""Running balance""|it is displaying as Running Totals.|
| |Indemnity Summary|Non Practising Adjustment Amount, Risk Management Variation, No PRQ Response, Underinsurance Variation and Policy Excess Variation are displaying under Indemnity Section on Pricing Screen which are not available in BRD.|Should not display|Displaying|"
TCON-1749,57986,Pricing screen- Membership section observation,Vaishali Chhimwal,712020:dd1cfe47-d9c3-481b-8aed-e86bf95fd550,"|*Req#*|*Section*|*Field Caption*|*Expected*|*Actual*|
|PG_UI_95|Membership|Membership| | |
|PG_UI_97|Membership|CM Variation|should not display|displaying|
|PG_UI_98|Membership|Billing Band Variation|should not display|displaying|
|PG_UI_99|Membership|Composite Variation|should not display|displaying|
|PG_UI_100|Membership|Retro Adjustments|should not display|displaying|
|PG_UI_103|Membership|Policy Limit|should not display|displaying|
|PG_UI_104|Membership|Minimum Premium|Should display as Minimum Premium|displaying as Minimum Premium Adjustment Amount|
|PG_UI_106|Membership|Manual Adjustment Amount|Should display as Manual Adjustment Amount|displaying as Selected Manual Adjustment Amount|
|PG_UI_107|Membership|Risk Surcharge Adjustment|should not display|displaying|
|PG_UI_108|Membership|Instalment frequency|Should display as ""Instalment frequency""|F should be in small letters. Extra wording Variation is displaying.|
|PG_UI_109|Membership|Pro-rata Days|Should display as ""Pro-rata Days""|It is displaying as Pro Rata Variation.|
|PG_UI_110|Membership|Cancellation Amount|Field Cancellation Amount should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_112|Membership|Running balance|Should display as ""Running balance""|it is displaying as Running Totals.|
| |Membership|Non Practising Adjustment Amount, Risk Management Variation, No PRQ Response Variation, Policy Excess Variation,Underinsurance Variation and  Risk Surcharge Adjustment Amount|should not display as these are not available in BRD.|are displaying under Membership Section on Pricing Screen|
|PG_UI_113|Membership|Membership totals (table format)| | |
|PG_UI_114|Membership|Membership|should display|not displaying|
|PG_UI_115|Membership|GST|should be GST|displaying as Membership GST|
|PG_UI_116|Membership|Stamp Duty|should be Stamp Duty|displaying as Membership Stamp Duty|
|PG_UI_117|Membership|Membership total|should display as Membership total|displaying as Membership Total. T should be in small letters.|
| |Membership|Membership ROCS|should not display as not available in BRD|displaying|
| |Membership|Total Premium|should not display as not available in BRD|displaying|"
TCON-1738,57971,Section wise observation for Pricing screen,Vaishali Chhimwal,712020:dd1cfe47-d9c3-481b-8aed-e86bf95fd550,"|*Req#*|*Section*|*Field caption*|*Expected*|*Actual*|
|PG_UI_01|Premium Summary|Premium Summary|Static message to always show:  'The Premium Summary displays a high level breakdown of premium, subscriptions, ROCS and taxes'|Static message is not showing|
|PG_UI_03|Premium Summary|ROCS|Should display as ROCS|Displaying as ROCS Levy|
|PG_UI_04|Premium Summary|GST (premium/subs)|Should display as GST (premium/subs)|Displaying as GST|
|PG_UI_05|Premium Summary|GST (ROCS)|Should display as GST (ROCS)|Not available|
|PG_UI_06|Premium Summary|Stamp Duty (premium/subs)|Should display as Stamp Duty (premium/subs)|Displaying as Stamp duty|
|PG_UI_07|Premium Summary|Stamp Duty (ROCS)|Should display as Stamp Duty (ROCS)|Not available|
|PG_UI_08|Premium Summary|Total Ex Tax|Should display as Total Ex Tax|Displaying as Premium Excluding Taxes|
|PG_UI_09|Premium Summary|Total Incl Tax|Should display as Total Incl Tax|Displaying as Premium Including Taxes|
|PG_UI_10|Premium Summary|Member Subsidy Due|Should display as Member Subsidy Due|Not available|
| |Premium Summary|Membership Fees|Should not display|Displaying|
| |Premium Summary|Membership GST|Should not display|Displaying|
| |Premium Summary|Total Policy Premium|Should not display|Displaying|
| |Premium Summary|Applied Subsidy Type|Should not display|Displaying|
| |Premium Summary|PSS|Should not display|Displaying|
| |Premium Summary|Total Premium Payable|Should not display|Displaying|
|PG_UI_11| |Member Payable| | |
|PG_UI_16|Member Payable|Member Outstanding|Member Outstanding|Not available|
|PG_UI_17| |Premium Support Scheme (PSS)| | |
|PG_UI_18|Premium Support Scheme (PSS)|Indicative PSS Subsidy|Indicative PSS Subsidy should available|Not available|
|PG_UI_19|Premium Support Scheme (PSS)|Total Subsidy Due|Total Subsidy Due should available|Not available|
|PG_UI_23|Premium Support Scheme (PSS)|Other MDO|Other MDO should available|Not available|
|PG_UI_24|Premium Support Scheme (PSS)|Other MDO|Default value should be 1|Field not available|
|PG_UI_25|Premium Support Scheme (PSS)|Other MDANI|Default value should be 1|Default value is showing as blank|
|PG_UI_175| |Manual Adjustment
(Require ability to add multiple manual adjustment)-Add '+' symbol|Should be same as BRD|Whole section is different from BRD|
|PG_UI_185| |Risk Surcharge Adjustment|Should be same as BRD|Whole section is different from BRD|
|PG_UI_26| |Rating Summary|Should be same as BRD|Whole section is different from BRD|
| | |Indemnity Summary| | |
|PG_UI_40|Indemnity Summary|CM Variation|should display as “CM Variation”|displaying as CM Year Variation.|
|PG_UI_41|Indemnity Summary|Billing Band Variation|should display as “Billing Band Variation”|displaying as Billing Band. word Variation is missing.|
|PG_UI_43|Indemnity Summary|Retro Adjustments|should display as “Retro Adjustments”|displaying as Retro Adjustment.Letter S is missing from Adjustments.|
|PG_UI_44|Indemnity Summary|Variations|Field variations should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_45|Indemnity Summary|Policy Deductible|Field Policy Deductible should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_46|Indemnity Summary|Policy Limit|should display as ""Policy Limit ""|display as Policy Limit Variation.Extra word variation is displying.|
|PG_UI_47|Indemnity Summary|Minimum Premium|should display as ""Minimum Premium "" and
Data type should be Float|display as Minimum Premium Adjustment Amount.  Currently interger is displaying.|
|PG_UI_49|Indemnity Summary|Manual Adjustment Amount|Should display as ""Manual Adjustment Amount""|it is displaying as Manual Adjustment Variation.|
|PG_UI_50|Indemnity Summary|Risk Surcharge Adjustment|Should display as ""Risk Surcharge Adjustment""|display as  Risk Surcharge Adjustment Amount.Extra wording Amount is displaying.|
|PG_UI_51|Indemnity Summary|Instalment frequency|Should display as ""Instalment frequency""|F should be in small letters. Extra wording Variation is displaying.|
|PG_UI_52|Indemnity Summary|Pro-rata Days|Should display as ""Pro-rata Days"" n|It is displaying as Pro Rata Variation.|
|PG_UI_53|Indemnity Summary|Cancellation Amount|Field Cancellation Amount should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_55|Indemnity Summary|ToPP|Field ToPP should display on UI as hide n show condition is always show.|It is not displaying on UI.|
|PG_UI_56|Indemnity Summary|Running balance|Should display as ""Running balance""|it is displaying as Running Totals.|
| |Indemnity Summary|Gender, Age, University Variation, Claims Investigation Loading, Multi Dr Practice Amount, Capping and Cupping Amount, Non Practising Adjustment Amount, Risk Management Variation, No PRQ Response, Underinsurance Variation and Policy Excess Variation are displaying under Indemnity Section on Pricing Screen which are not available in BRD.|Should not display|Displaying|
| | |Composite Variation| | |
|PG_UI_57|Composite Variation|Composite Variation|Composite Variation section should display on Pricing Screen.|Entire section is not displaying. Quote Numer- MI2574Q2024|"
TCON-1752,57989,MI : Policy term is displayed as 24 months for other than FYS and Student category on changing effective date on second instance,Ijaj Fakir,712020:d474e18e-4037-43e2-b170-e58192b30a73,"MI : Policy term is displayed as 24 months for other than FYS and Student category on changing effective date on second instance

Quote # MI2596Q2024

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote and Select Indemnity type as Standard Indemnity
# Select Effective date 1 September 2024
# Navigate to Policy Term, Qualification & Registration Page and select Year Awarded in Qualification section as Dec 2024

6.Navigate to Speciality screen and select Category other than Student and FYS

7.Navigate back to Policy Term,Qualification & Registration Page and Verify Policy Expiration Date(Expiration date should be of 1 year term)

8.Update Effective Date to 1 October 2024 and verify Policy Expiration Date and Term

Expected : Policy Term should be 12 months and should not change on changing effective date

Actual : Policy term is displayed as 24 months for other than FYS and Student category on changing effective date on second instance"
TCON-1861,58119,UW/Claims-Instead of Case code Claim code is displayed,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"*Quote number:* *PI2647Q2024*.

*Env*: QA

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
#  Select Product type as Practice and submit.
# Navigate to UW-claims.

*Expected Result:*

Case code to be displayed

order of Claims start date, Claims last 10 years and All other matter last 10 years should be as per the BRD. 



!image-20240701-072714.png|width=385,height=429,alt=""image-20240701-072714.png""!



*Actual Result:*

Issue1 - Instead of Case code Claim code is displayed. 



!image-20240701-035443.png|width=1042,height=367,alt=""image-20240701-035443.png""!

Issue 2-order of Claims start date, Claims last 10 years and All other matter last 10 years  are not as per the BRD.

!image-20240701-072012.png|width=1077,height=169,alt=""image-20240701-072012.png""!"
